f (Hz)	A (Pa)	gamma (-)
20000.000000000004	1000.0	0.015402733861504328
20000.000000000004	1438.449888287663	0.0169061840358007
20000.000000000004	2069.138081114789	0.01908272247585149
20000.000000000004	2976.351441631319	0.022306313576833485
20000.000000000004	4281.332398719395	0.028487398053995625
20000.000000000004	6158.4821106602685	0.04110826194309008
20000.000000000004	8858.667904100823	0.05980333159065712
20000.000000000004	12742.74985703132	0.08819926933879077
20000.000000000004	18329.807108324374	0.13468358613611328
20000.000000000004	26366.508987303554	0.2357576676309345
20000.000000000004	37926.901907322535	0.7119210072086305
20000.000000000004	54555.947811685146	0.7892800427502906
20000.000000000004	78475.99703514608	0.8533634434158849
20000.000000000004	112883.78916846885	0.9148024287831436
20000.000000000004	162377.67391887208	0.9765584751509292
20000.000000000004	233572.1469090121	1.039696700127306
20000.000000000004	335981.8286283781	1.1045958333055923
20000.000000000004	483293.0238571753	1.1713570595020804
20000.000000000004	695192.7961775606	1.2399775273810745
20000.000000000004	1000000.0	1.3104492764575413
26432.41458867209	1000.0	0.01540527860754825
26432.41458867209	1438.449888287663	0.017000409335711508
26432.41458867209	2069.138081114789	0.01908215875817288
26432.41458867209	2976.351441631319	0.02229860513808749
26432.41458867209	4281.332398719395	0.028444800290166636
26432.41458867209	6158.4821106602685	0.041235423192741316
26432.41458867209	8858.667904100823	0.059799466808222936
26432.41458867209	12742.74985703132	0.08819441643468998
26432.41458867209	18329.807108324374	0.13468382939570284
26432.41458867209	26366.508987303554	0.2357579410368308
26432.41458867209	37926.901907322535	0.7119188572057243
26432.41458867209	54555.947811685146	0.7892803170856296
26432.41458867209	78475.99703514608	0.853362453632634
26432.41458867209	112883.78916846885	0.9148016363041545
26432.41458867209	162377.67391887208	0.9765545707020508
26432.41458867209	233572.1469090121	1.0396956080599058
26432.41458867209	335981.8286283781	1.1045950347557858
26432.41458867209	483293.0238571753	1.1713562388407508
26432.41458867209	695192.7961775606	1.2399777746179677
26432.41458867209	1000000.0	1.3104500530398548
34933.62704937228	1000.0	0.015470335878654297
34933.62704937228	1438.449888287663	0.016894676598972445
34933.62704937228	2069.138081114789	0.019204390421814245
34933.62704937228	2976.351441631319	0.0223400831550433
34933.62704937228	4281.332398719395	0.028446729380962942
34933.62704937228	6158.4821106602685	0.041106151841211434
34933.62704937228	8858.667904100823	0.05979865484496034
34933.62704937228	12742.74985703132	0.08819569290912359
34933.62704937228	18329.807108324374	0.13468395439381314
34933.62704937228	26366.508987303554	0.2357562062243879
34933.62704937228	37926.901907322535	0.7119131214906909
34933.62704937228	54555.947811685146	0.7892787267115431
34933.62704937228	78475.99703514608	0.8533610987057075
34933.62704937228	112883.78916846885	0.9148013799864064
34933.62704937228	162377.67391887208	0.97655730660521
34933.62704937228	233572.1469090121	1.0396950181311446
34933.62704937228	335981.8286283781	1.104594163285928
34933.62704937228	483293.0238571753	1.1713563285127788
34933.62704937228	695192.7961775606	1.2399776133717444
34933.62704937228	1000000.0	1.3104488840786015
46169.0056627528	1000.0	0.015402037499875725
46169.0056627528	1438.449888287663	0.016931214798896616
46169.0056627528	2069.138081114789	0.019105442773486792
46169.0056627528	2976.351441631319	0.02230001274484382
46169.0056627528	4281.332398719395	0.028450019909895964
46169.0056627528	6158.4821106602685	0.04110581147223832
46169.0056627528	8858.667904100823	0.05979932995757147
46169.0056627528	12742.74985703132	0.08828522302659451
46169.0056627528	18329.807108324374	0.13468488854270436
46169.0056627528	26366.508987303554	0.2357652727573448
46169.0056627528	37926.901907322535	0.7119015728093533
46169.0056627528	54555.947811685146	0.7892763386782776
46169.0056627528	78475.99703514608	0.8533596844426096
46169.0056627528	112883.78916846885	0.9148005129910416
46169.0056627528	162377.67391887208	0.9765577276554444
46169.0056627528	233572.1469090121	1.0396959360616742
46169.0056627528	335981.8286283781	1.1045935465632226
46169.0056627528	483293.0238571753	1.1713561767068967
46169.0056627528	695192.7961775606	1.2399754568549362
46169.0056627528	1000000.0	1.3104480717291391
61017.91494123159	1000.0	0.015398141428224313
61017.91494123159	1438.449888287663	0.01694550884452084
61017.91494123159	2069.138081114789	0.01908125391072904
61017.91494123159	2976.351441631319	0.02240839716281529
61017.91494123159	4281.332398719395	0.02846214860572193
61017.91494123159	6158.4821106602685	0.04110561962326481
61017.91494123159	8858.667904100823	0.059801063402886025
61017.91494123159	12742.74985703132	0.08819620580143381
61017.91494123159	18329.807108324374	0.13468419389503478
61017.91494123159	26366.508987303554	0.23579919538295016
61017.91494123159	37926.901907322535	0.7118840761506163
61017.91494123159	54555.947811685146	0.7892723721692552
61017.91494123159	78475.99703514608	0.8533572848427275
61017.91494123159	112883.78916846885	0.9147972724506934
61017.91494123159	162377.67391887208	0.9765559851096534
61017.91494123159	233572.1469090121	1.0396929268982076
61017.91494123159	335981.8286283781	1.1045943956715245
61017.91494123159	483293.0238571753	1.1713550665593646
61017.91494123159	695192.7961775606	1.2399776960981241
61017.91494123159	1000000.0	1.3104493738656708
80642.54125314814	1000.0	0.015435492119260374
80642.54125314814	1438.449888287663	0.016923582081543494
80642.54125314814	2069.138081114789	0.0190813581115723
80642.54125314814	2976.351441631319	0.02235174723794319
80642.54125314814	4281.332398719395	0.028507089467567394
80642.54125314814	6158.4821106602685	0.0411588145064699
80642.54125314814	8858.667904100823	0.05980088051515173
80642.54125314814	12742.74985703132	0.0882531766355556
80642.54125314814	18329.807108324374	0.1346852990382511
80642.54125314814	26366.508987303554	0.2357403504785328
80642.54125314814	37926.901907322535	0.7118538543995424
80642.54125314814	54555.947811685146	0.7892640871576033
80642.54125314814	78475.99703514608	0.8533539701852512
80642.54125314814	112883.78916846885	0.9147953042502226
80642.54125314814	162377.67391887208	0.9765528097447764
80642.54125314814	233572.1469090121	1.0396910354333628
80642.54125314814	335981.8286283781	1.1045902242908516
80642.54125314814	483293.0238571753	1.171358086167422
80642.54125314814	695192.7961775606	1.2399777790362492
80642.54125314814	1000000.0	1.3104493000411896
106578.85419436524	1000.0	0.015398784385800732
106578.85419436524	1438.449888287663	0.016894974812782168
106578.85419436524	2069.138081114789	0.019081067015303682
106578.85419436524	2976.351441631319	0.022319871271791504
106578.85419436524	4281.332398719395	0.028467063738256068
106578.85419436524	6158.4821106602685	0.041114222606194836
106578.85419436524	8858.667904100823	0.05980122715041927
106578.85419436524	12742.74985703132	0.08823790619170313
106578.85419436524	18329.807108324374	0.1346850013566516
106578.85419436524	26366.508987303554	0.2357236765468125
106578.85419436524	37926.901907322535	0.7117977468769048
106578.85419436524	54555.947811685146	0.7892491959394383
106578.85419436524	78475.99703514608	0.8533451872671486
106578.85419436524	112883.78916846885	0.9147896869588708
106578.85419436524	162377.67391887208	0.9765482154565228
106578.85419436524	233572.1469090121	1.0396909880865388
106578.85419436524	335981.8286283781	1.1045908915919258
106578.85419436524	483293.0238571753	1.1713588244858864
106578.85419436524	695192.7961775606	1.2400057167838616
106578.85419436524	1000000.0	1.3105854733799709
140856.82302255474	1000.0	0.01542606991389063
140856.82302255474	1438.449888287663	0.016895449475378896
140856.82302255474	2069.138081114789	0.01908194735136849
140856.82302255474	2976.351441631319	0.022306837439449445
140856.82302255474	4281.332398719395	0.0284774323695813
140856.82302255474	6158.4821106602685	0.04112135844446807
140856.82302255474	8858.667904100823	0.05980110248525964
140856.82302255474	12742.74985703132	0.08819937345764893
140856.82302255474	18329.807108324374	0.13468480459256654
140856.82302255474	26366.508987303554	0.23569992184387376
140856.82302255474	37926.901907322535	0.7116954530529269
140856.82302255474	54555.947811685146	0.7892226591550305
140856.82302255474	78475.99703514608	0.8533336976007738
140856.82302255474	112883.78916846885	0.9147823646563212
140856.82302255474	162377.67391887208	0.9765432059544128
140856.82302255474	233572.1469090121	1.0396860480780228
140856.82302255474	335981.8286283781	1.104591954132589
140856.82302255474	483293.0238571753	1.171410216193243
140856.82302255474	695192.7961775606	1.2404499557834618
140856.82302255474	1000000.0	1.3119195792184326
186159.29718876907	1000.0	0.015396926112825825
186159.29718876907	1438.449888287663	0.016927465502296866
186159.29718876907	2069.138081114789	0.01908856933674624
186159.29718876907	2976.351441631319	0.02232067001099354
186159.29718876907	4281.332398719395	0.02850857767112795
186159.29718876907	6158.4821106602685	0.04112096470450105
186159.29718876907	8858.667904100823	0.05985304775118841
186159.29718876907	12742.74985703132	0.08819987238525788
186159.29718876907	18329.807108324374	0.13468495242958034
186159.29718876907	26366.508987303554	0.2356531839247253
186159.29718876907	37926.901907322535	0.7114795504175887
186159.29718876907	54555.947811685146	0.7891779462766066
186159.29718876907	78475.99703514608	0.8533108082240803
186159.29718876907	112883.78916846885	0.914768488051108
186159.29718876907	162377.67391887208	0.976532854071818
186159.29718876907	233572.1469090121	1.0396879028565378
186159.29718876907	335981.8286283781	1.1047414864246996
186159.29718876907	483293.0238571753	1.1721292580638183
186159.29718876907	695192.7961775606	1.2393305986811682
186159.29718876907	1000000.0	1.3160651854504988
246031.98614146808	1000.0	0.015400675111126687
246031.98614146808	1438.449888287663	0.016895021908524405
246031.98614146808	2069.138081114789	0.019083940301366568
246031.98614146808	2976.351441631319	0.02234186712394541
246031.98614146808	4281.332398719395	0.02858971770235696
246031.98614146808	6158.4821106602685	0.0411225065162656
246031.98614146808	8858.667904100823	0.05981213375676059
246031.98614146808	12742.74985703132	0.08820274263110234
246031.98614146808	18329.807108324374	0.13468663916713486
246031.98614146808	26366.508987303554	0.2355781661396524
246031.98614146808	37926.901907322535	0.7109179376840942
246031.98614146808	54555.947811685146	0.7890961280878881
246031.98614146808	78475.99703514608	0.8532699433663222
246031.98614146808	112883.78916846885	0.9147518634838824
246031.98614146808	162377.67391887208	0.9765688432407252
246031.98614146808	233572.1469090121	1.0399540102239349
246031.98614146808	335981.8286283781	1.1058982599728815
246031.98614146808	483293.0238571753	1.1748122669699557
246031.98614146808	695192.7961775606	1.2477783369971045
246031.98614146808	1000000.0	1.3260098522902737
325160.972988285	1000.0	0.01541645703811989
325160.972988285	1438.449888287663	0.01690446973371968
325160.972988285	2069.138081114789	0.019092621865108086
325160.972988285	2976.351441631319	0.022307624177781392
325160.972988285	4281.332398719395	0.028587673855380063
325160.972988285	6158.4821106602685	0.041123781070706064
325160.972988285	8858.667904100823	0.05981340261892836
325160.972988285	12742.74985703132	0.08820570977671592
325160.972988285	18329.807108324374	0.13468853627584873
325160.972988285	26366.508987303554	0.23545106621944825
325160.972988285	37926.901907322535	0.7095117244877515
325160.972988285	54555.947811685146	0.7889496715125193
325160.972988285	78475.99703514608	0.8532483624979598
325160.972988285	112883.78916846885	0.9148084279152148
325160.972988285	162377.67391887208	0.9770785200846508
325160.972988285	233572.1469090121	1.0416375631022043
325160.972988285	335981.8286283781	1.109466918455334
325160.972988285	483293.0238571753	1.1812673688075466
325160.972988285	695192.7961775606	1.2598483569578285
325160.972988285	1000000.0	1.3438399980164284
429739.4823041179	1000.0	0.015463891210413909
429739.4823041179	1438.449888287663	0.016949174897412482
429739.4823041179	2069.138081114789	0.01912307675242097
429739.4823041179	2976.351441631319	0.022318786282283717
429739.4823041179	4281.332398719395	0.028451296477332605
429739.4823041179	6158.4821106602685	0.04115298648489762
429739.4823041179	8858.667904100823	0.05985614126502153
429739.4823041179	12742.74985703132	0.08822157094908224
429739.4823041179	18329.807108324374	0.1346962745510948
429739.4823041179	26366.508987303554	0.2352433712750401
429739.4823041179	37926.901907322535	0.7065646228570436
429739.4823041179	54555.947811685146	0.7887677100257999
429739.4823041179	78475.99703514608	0.8534502905514121
429739.4823041179	112883.78916846885	0.9156820958822596
429739.4823041179	162377.67391887208	0.9793924609124935
429739.4823041179	233572.1469090121	1.0466503111495369
429739.4823041179	335981.8286283781	1.1179061103607093
429739.4823041179	483293.0238571753	1.1953397346783272
429739.4823041179	695192.7961775606	1.2808939621812152
429739.4823041179	1000000.0	1.3681375869828831
567952.608069188	1000.0	0.01557742336863611
567952.608069188	1438.449888287663	0.01702676573457594
567952.608069188	2069.138081114789	0.01920179554652044
567952.608069188	2976.351441631319	0.02236491114052195
567952.608069188	4281.332398719395	0.028694624732650283
567952.608069188	6158.4821106602685	0.04131223191765551
567952.608069188	8858.667904100823	0.0598817214725253
567952.608069188	12742.74985703132	0.08825572639152411
567952.608069188	18329.807108324374	0.13470033896559805
567952.608069188	26366.508987303554	0.23491018173610426
567952.608069188	37926.901907322535	0.7013579340563119
567952.608069188	54555.947811685146	0.788913965857323
567952.608069188	78475.99703514608	0.8548785614047468
567952.608069188	112883.78916846885	0.9194207772406972
567952.608069188	162377.67391887208	0.986600227141652
567952.608069188	233572.1469090121	1.057293728029774
567952.608069188	335981.8286283781	1.1337172600652328
567952.608069188	483293.0238571753	1.2199402519678029
567952.608069188	695192.7961775606	1.3045544388606505
567952.608069188	1000000.0	1.3953424271050128
750617.9401601184	1000.0	0.015741260499662138
750617.9401601184	1438.449888287663	0.017206042323283585
750617.9401601184	2069.138081114789	0.01932355055492812
750617.9401601184	2976.351441631319	0.02245162516635469
750617.9401601184	4281.332398719395	0.02909104996028228
750617.9401601184	6158.4821106602685	0.04125700299513047
750617.9401601184	8858.667904100823	0.06000993660189076
750617.9401601184	12742.74985703132	0.08827910516098318
750617.9401601184	18329.807108324374	0.13474305518051988
750617.9401601184	26366.508987303554	0.2343847841018638
750617.9401601184	37926.901907322535	0.6935522562860049
750617.9401601184	54555.947811685146	0.790769823480284
750617.9401601184	78475.99703514608	0.8608459478693629
750617.9401601184	112883.78916846885	0.929924757147232
750617.9401601184	162377.67391887208	0.9999863232666312
750617.9401601184	233572.1469090121	1.0755439132565736
750617.9401601184	335981.8286283781	1.1585557488011549
750617.9401601184	483293.0238571753	1.2439983937973225
750617.9401601184	695192.7961775606	1.3331731777333502
750617.9401601184	1000000.0	1.4321589419467016
992032.2296003656	1000.0	0.01593751999711627
992032.2296003656	1438.449888287663	0.017410483753835596
992032.2296003656	2069.138081114789	0.01954945509747459
992032.2296003656	2976.351441631319	0.022655291366804886
992032.2296003656	4281.332398719395	0.02951647345232917
992032.2296003656	6158.4821106602685	0.04188947053758909
992032.2296003656	8858.667904100823	0.06019129019861676
992032.2296003656	12742.74985703132	0.08847437702464242
992032.2296003656	18329.807108324374	0.13479625472864967
992032.2296003656	26366.508987303554	0.2336977447340398
992032.2296003656	37926.901907322535	0.6857461271870287
992032.2296003656	54555.947811685146	0.7977024846646928
992032.2296003656	78475.99703514608	0.8754893669798354
992032.2296003656	112883.78916846885	0.9460145923841136
992032.2296003656	162377.67391887208	1.0201610801814074
992032.2296003656	233572.1469090121	1.099995626207361
992032.2296003656	335981.8286283781	1.182649063571561
992032.2296003656	483293.0238571753	1.2693679657663923
992032.2296003656	695192.7961775606	1.3637658793512522
992032.2296003656	1000000.0	1.4541366802269986
1311090.3589060807	1000.0	0.01623055688331626
1311090.3589060807	1438.449888287663	0.01769263046236362
1311090.3589060807	2069.138081114789	0.0198134532704522
1311090.3589060807	2976.351441631319	0.022889561154245192
1311090.3589060807	4281.332398719395	0.030082906907179068
1311090.3589060807	6158.4821106602685	0.04218137843787391
1311090.3589060807	8858.667904100823	0.06030068604147981
1311090.3589060807	12742.74985703132	0.08847281174728279
1311090.3589060807	18329.807108324374	0.13485992974602412
1311090.3589060807	26366.508987303554	0.2328713666465736
1311090.3589060807	37926.901907322535	0.6730913347207005
1311090.3589060807	54555.947811685146	0.8110210531548745
1311090.3589060807	78475.99703514608	0.8900968036093302
1311090.3589060807	112883.78916846885	0.9655645688560892
1311090.3589060807	162377.67391887208	1.0472080229813296
1311090.3589060807	233572.1469090121	1.1246478801056965
1311090.3589060807	335981.8286283781	1.2083567951122711
1311090.3589060807	483293.0238571753	1.2985924335999346
1311090.3589060807	695192.7961775606	1.3850684218767932
1311090.3589060807	1000000.0	1.4743646654715783
1732764.1964908212	1000.0	0.0165233059560628
1732764.1964908212	1438.449888287663	0.01791304931616413
1732764.1964908212	2069.138081114789	0.01991724512461334
1732764.1964908212	2976.351441631319	0.022964686544523983
1732764.1964908212	4281.332398719395	0.03126865130833965
1732764.1964908212	6158.4821106602685	0.042234133527866216
1732764.1964908212	8858.667904100823	0.06159927619835433
1732764.1964908212	12742.74985703132	0.0890062239333066
1732764.1964908212	18329.807108324374	0.13524640691375736
1732764.1964908212	26366.508987303554	0.23157091945446626
1732764.1964908212	37926.901907322535	0.6522584899896124
1732764.1964908212	54555.947811685146	0.8196036415820309
1732764.1964908212	78475.99703514608	0.9065040295126736
1732764.1964908212	112883.78916846885	0.9831628272939068
1732764.1964908212	162377.67391887208	1.063107889243643
1732764.1964908212	233572.1469090121	1.1457560809928216
1732764.1964908212	335981.8286283781	1.2279582779489109
1732764.1964908212	483293.0238571753	1.3175774858073508
1732764.1964908212	695192.7961775606	1.407400064498181
1732764.1964908212	1000000.0	1.4908883651369396
2290057.0813026284	1000.0	0.016757955733880642
2290057.0813026284	1438.449888287663	0.018290556285528205
2290057.0813026284	2069.138081114789	0.020530127304427097
2290057.0813026284	2976.351441631319	0.02578700228923984
2290057.0813026284	4281.332398719395	0.032764778184941536
2290057.0813026284	6158.4821106602685	0.04337221890691658
2290057.0813026284	8858.667904100823	0.061928980087777065
2290057.0813026284	12742.74985703132	0.08983811329365353
2290057.0813026284	18329.807108324374	0.1367543241317548
2290057.0813026284	26366.508987303554	0.2304407113871263
2290057.0813026284	37926.901907322535	0.616292949044921
2290057.0813026284	54555.947811685146	0.8302639163084091
2290057.0813026284	78475.99703514608	0.9252309549862268
2290057.0813026284	112883.78916846885	1.004359995754882
2290057.0813026284	162377.67391887208	1.0819465548247205
2290057.0813026284	233572.1469090121	1.1627209647216457
2290057.0813026284	335981.8286283781	1.2420864756910468
2290057.0813026284	483293.0238571753	1.3208389394348758
2290057.0813026284	695192.7961775606	1.4214429659896854
2290057.0813026284	1000000.0	1.4990481674474851
3026586.910235772	1000.0	0.016758082709144445
3026586.910235772	1438.449888287663	0.0180649583784543
3026586.910235772	2069.138081114789	0.020096245750661663
3026586.910235772	2976.351441631319	0.028804383342703226
3026586.910235772	4281.332398719395	0.03400016024264728
3026586.910235772	6158.4821106602685	0.04529703726171945
3026586.910235772	8858.667904100823	0.0628406369748773
3026586.910235772	12742.74985703132	0.09331738767589057
3026586.910235772	18329.807108324374	0.13756093248960266
3026586.910235772	26366.508987303554	0.2298164545674759
3026586.910235772	37926.901907322535	0.5724447438841761
3026586.910235772	54555.947811685146	0.8326957841947287
3026586.910235772	78475.99703514608	0.9399171768654412
3026586.910235772	112883.78916846885	1.021820956304608
3026586.910235772	162377.67391887208	1.0991405219748824
3026586.910235772	233572.1469090121	1.1778140148454783
3026586.910235772	335981.8286283781	1.2601205581610648
3026586.910235772	483293.0238571753	1.3432773012793608
3026586.910235772	695192.7961775606	1.4335079264043946
3026586.910235772	1000000.0	1.5352863111704582
4000000.000000002	1000.0	0.017479854018941955
4000000.000000002	1438.449888287663	0.01910058876721556
4000000.000000002	2069.138081114789	0.02146424593327569
4000000.000000002	2976.351441631319	0.03459257482531456
4000000.000000002	4281.332398719395	0.03648123876706499
4000000.000000002	6158.4821106602685	0.04777240753900975
4000000.000000002	8858.667904100823	0.06455352945403428
4000000.000000002	12742.74985703132	0.09235164484648496
4000000.000000002	18329.807108324374	0.14110404359285092
4000000.000000002	26366.508987303554	0.2292548539953389
4000000.000000002	37926.901907322535	0.531592778019998
4000000.000000002	54555.947811685146	0.8263574391267531
4000000.000000002	78475.99703514608	0.9462508635793794
4000000.000000002	112883.78916846885	1.0363637016327858
4000000.000000002	162377.67391887208	1.115651486645729
4000000.000000002	233572.1469090121	1.1937544726103455
4000000.000000002	335981.8286283781	1.2739145476629623
4000000.000000002	483293.0238571753	1.3605680923076866
4000000.000000002	695192.7961775606	1.4778279255454585
4000000.000000002	1000000.0	1.6441354835918491
